cluster,gmm_bic_precision,gmm_bic_recall,gmm_bic_f1,gmm_bic_contam,gmm_bic_runtime_s,hdbscan_precision,hdbscan_recall,hdbscan_f1,hdbscan_contam,hdbscan_runtime_s,heuristic_cut_precision,heuristic_cut_recall,heuristic_cut_f1,heuristic_cut_contam,heuristic_cut_runtime_s,mctnc_precision,mctnc_recall,mctnc_f1,mctnc_contam,mctnc_runtime_s,tier
UBC1091,1.0,0.9836065573770492,0.9917355371900828,0.0,0.7183244000189006,1.0,0.9836065573770492,0.9917355371900828,0.0,0.0366066999995382,1.0,0.9836065573770492,0.9917355371900828,0.0,0.0135213000467047,1.0,0.9,0.9473684210526316,0.0,0.1588604999706149,2
UBC1092,1.0,1.0,1.0,0.0,0.8766327999765053,1.0,1.0,1.0,0.0,0.0283616000015172,1.0,1.0,1.0,0.0,0.0086733000352978,1.0,0.9642857142857144,0.9818181818181818,0.0,0.1294425999512896,1
UBC1093,1.0,0.9896907216494846,0.9948186528497408,0.0,0.7228621999965981,1.0,0.9896907216494846,0.9948186528497408,0.0,0.0458999000038602,1.0,0.9896907216494846,0.9948186528497408,0.0,0.0260830000042915,1.0,1.0,1.0,0.0,0.166381400078535,0
UBC1094,1.0,1.0,1.0,0.0,0.9093507999787108,1.0,1.0,1.0,0.0,0.0480779999998048,1.0,1.0,1.0,0.0,0.0194587999721989,1.0,0.9873417721518988,0.9936305732484078,0.0,0.1548144998960197,1
UBC1095,0.6935483870967742,1.0,0.8190476190476191,0.3064516129032257,1.063367700087838,1.0,1.0,1.0,0.0,0.0317385000016656,1.0,1.0,1.0,0.0,0.0118492000037804,1.0,1.0,1.0,0.0,0.1488174999831244,0
UBC1096,1.0,1.0,1.0,0.0,1.2835307999048382,1.0,1.0,1.0,0.0,0.0265911000024061,1.0,1.0,1.0,0.0,0.0073320000665262,1.0,1.0,1.0,0.0,0.1470512000378221,0
UBC1097,1.0,1.0,1.0,0.0,0.6497071000048891,1.0,1.0,1.0,0.0,0.0283673999947495,1.0,1.0,1.0,0.0,0.0079829000169411,1.0,1.0,1.0,0.0,0.1303533000173047,0
UBC1098,0.9047619047619048,1.0,0.95,0.0952380952380952,1.223416900029406,1.0,1.0,1.0,0.0,0.0248556000005919,1.0,1.0,1.0,0.0,0.0063287999946624,1.0,1.0,1.0,0.0,0.1352911000140011,0
UBC1099,1.0,1.0,1.0,0.0,0.9388841999461874,1.0,1.0,1.0,0.0,0.0315692000003764,1.0,1.0,1.0,0.0,0.0108142000390216,1.0,1.0,1.0,0.0,0.132154899998568,0
UBC1100,1.0,1.0,1.0,0.0,0.948052000021562,1.0,1.0,1.0,0.0,0.0329343999983393,1.0,1.0,1.0,0.0,0.0129165999824181,1.0,1.0,1.0,0.0,0.1238878000294789,0
UBC1101,1.0,1.0,1.0,0.0,1.4912277999101209,1.0,1.0,1.0,0.0,0.0360434000031091,1.0,1.0,1.0,0.0,0.0143237001029774,1.0,1.0,1.0,0.0,0.1377847000258043,0
UBC1102,0.0,0.0,0.0,1.0,1.4182792999781668,1.0,1.0,1.0,0.0,0.0328704000057769,1.0,1.0,1.0,0.0,0.0123013999545946,1.0,0.8444444444444444,0.9156626506024096,0.0,0.1439631000394001,2
UBC1103,0.0,0.0,0.0,1.0,0.9740811000810936,0.4672897196261682,1.0,0.6369426751592356,0.5327102803738317,0.0351576000030036,0.2242990654205607,0.96,0.3636363636363636,0.7757009345794392,0.0169233999913558,0.1742160278745644,1.0,0.2967359050445104,0.8257839721254355,0.238705400028266,3
UBC1104,0.0,0.0,0.0,1.0,0.8735892999684438,0.9375,0.9574468085106383,0.9473684210526316,0.0625,0.0329027000043424,0.5294117647058824,0.9574468085106383,0.6818181818181819,0.4705882352941176,0.0150479000294581,1.0,0.6,0.7499999999999999,0.0,0.1343099999940022,2
UBC1105,0.0,0.0,0.0,1.0,0.4908623000374064,1.0,0.981132075471698,0.9904761904761904,0.0,0.0355705999972997,1.0,0.981132075471698,0.9904761904761904,0.0,0.0131608000956475,1.0,0.9807692307692308,0.9902912621359222,0.0,0.131805699900724,1
UBC1106,0.0,0.0,0.0,1.0,1.0989076000405475,1.0,0.9714285714285714,0.9855072463768116,0.0,0.0306900999930803,0.918918918918919,0.9714285714285714,0.9444444444444444,0.081081081081081,0.0144315999932587,1.0,1.0,1.0,0.0,0.1304780000355094,0
UBC1107,0.4769230769230769,1.0,0.6458333333333334,0.523076923076923,0.9847293000202626,0.0,0.0,0.0,1.0,0.0312798000013572,0.7380952380952381,1.0,0.8493150684931507,0.2619047619047618,0.0115878999931737,1.0,0.967741935483871,0.9836065573770492,0.0,0.1240559999132528,1
UBC1108,0.0,0.0,0.0,1.0,1.0813825000077486,1.0,1.0,1.0,0.0,0.0385581000009551,1.0,1.0,1.0,0.0,0.0151913999579846,1.0,0.9464285714285714,0.9724770642201834,0.0,0.1325790000846609,2
UBC1109,1.0,1.0,1.0,0.0,1.0742772999219596,1.0,1.0,1.0,0.0,0.0349523999975645,1.0,1.0,1.0,0.0,0.0105978000210598,1.0,0.90625,0.9508196721311476,0.0,0.1565341999521479,2
UBC1110,1.0,1.0,1.0,0.0,1.160955199971795,1.0,1.0,1.0,0.0,0.049169099998835,0.9047619047619048,1.0,0.95,0.0952380952380952,0.010783200035803,1.0,1.0,1.0,0.0,0.1494227000512182,0
UBC1111,0.0,0.0,0.0,1.0,0.8338602000148967,0.9655172413793104,1.0,0.9824561403508772,0.0344827586206896,0.0327591999957803,0.0759878419452887,0.8928571428571429,0.1400560224089636,0.9240121580547112,0.0128519999561831,0.9032258064516128,1.0,0.9491525423728812,0.0967741935483871,0.1460166999604553,4
UBC1112,1.0,0.9777777777777776,0.9887640449438202,0.0,0.5666354999411851,1.0,0.9777777777777776,0.9887640449438202,0.0,0.0342046000005211,1.0,0.9777777777777776,0.9887640449438202,0.0,0.011108599952422,1.0,0.9318181818181818,0.9647058823529412,0.0,0.1946573000168427,2
UBC1113,1.0,0.9696969696969696,0.9846153846153848,0.0,0.9612756000133232,1.0,0.9696969696969696,0.9846153846153848,0.0,0.0321059999987483,1.0,0.9696969696969696,0.9846153846153848,0.0,0.0138754999497905,1.0,0.875,0.9333333333333332,0.0,0.1519726000260561,2
UBC1114,1.0,1.0,1.0,0.0,1.0675377000588924,0.0,0.0,0.0,1.0,0.0301308999987668,1.0,1.0,1.0,0.0,0.0116273000603541,1.0,1.0,1.0,0.0,0.1188484000740572,0
UBC1115,1.0,1.0,1.0,0.0,1.1026024000020698,1.0,1.0,1.0,0.0,0.0307054999939282,1.0,1.0,1.0,0.0,0.0123562000226229,1.0,0.972972972972973,0.9863013698630138,0.0,0.1135243000462651,1
UBC1116,1.0,1.0,1.0,0.0,0.964045700035058,1.0,1.0,1.0,0.0,0.0334864000033121,1.0,1.0,1.0,0.0,0.0085384000558406,1.0,0.9565217391304348,0.9777777777777776,0.0,0.1267478000372648,1
UBC1117,1.0,1.0,1.0,0.0,0.7807067999383435,0.0,0.0,0.0,1.0,0.0346377999958349,1.0,1.0,1.0,0.0,0.0153405000455677,1.0,0.9411764705882352,0.9696969696969696,0.0,0.125689800013788,2
UBC1118,1.0,0.9895287958115184,0.9947368421052633,0.0,0.7601856000255793,1.0,0.9895287958115184,0.9947368421052633,0.0,0.0459686000031069,1.0,0.9895287958115184,0.9947368421052633,0.0,0.0252681999700143,1.0,0.8359788359788359,0.9106628242074928,0.0,0.1388887000503018,2
UBC1119,1.0,1.0,1.0,0.0,0.9741562000708656,1.0,1.0,1.0,0.0,0.0315618999957223,1.0,1.0,1.0,0.0,0.0207446001004427,1.0,0.9615384615384616,0.9803921568627452,0.0,0.1185689999256283,1
UBC1120,1.0,1.0,1.0,0.0,0.918829300091602,1.0,1.0,1.0,0.0,0.030484000002616,1.0,1.0,1.0,0.0,0.0091351999435573,1.0,1.0,1.0,0.0,0.1145679000765085,0
UBC1121,0.9591836734693876,1.0,0.9791666666666666,0.0408163265306122,0.9946635999949648,1.0,1.0,1.0,0.0,0.0335077999989152,1.0,1.0,1.0,0.0,0.0125444000586867,1.0,0.9361702127659576,0.967032967032967,0.0,0.1189229999436065,2
UBC1122,0.0,0.0,0.0,1.0,0.8070211999583989,1.0,0.96,0.979591836734694,0.0,0.04030629999761,1.0,0.96,0.979591836734694,0.0,0.0129484999924898,1.0,1.0,1.0,0.0,0.1233113000635057,0
UBC1123,0.0,0.0,0.0,1.0,0.7579463999718428,1.0,1.0,1.0,0.0,0.0288998000032734,0.0,0.0,0.0,1.0,0.0094545000465586,1.0,1.0,1.0,0.0,0.1255568999331444,0
UBC1124,0.9,1.0,0.9473684210526316,0.0999999999999999,1.0763410999206826,1.0,1.0,1.0,0.0,0.0260532999964198,1.0,1.0,1.0,0.0,0.0082532999804243,1.0,1.0,1.0,0.0,0.1336081000044942,0
UBC1125,1.0,0.9818181818181818,0.9908256880733944,0.0,0.7670751000987366,1.0,0.9818181818181818,0.9908256880733944,0.0,0.0380548000030103,1.0,0.9818181818181818,0.9908256880733944,0.0,0.0147253000177443,1.0,0.925925925925926,0.9615384615384616,0.0,0.1193573001073673,2
UBC1126,1.0,1.0,1.0,0.0,0.97349560004659,1.0,1.0,1.0,0.0,0.0317312000042875,1.0,1.0,1.0,0.0,0.0224102000938728,1.0,1.0,1.0,0.0,0.1182876999955624,0
UBC1127,0.0,0.0,0.0,1.0,0.9028581000166014,1.0,1.0,1.0,0.0,0.0297899000070174,1.0,1.0,1.0,0.0,0.0096797000151127,1.0,0.8928571428571429,0.9433962264150944,0.0,0.1319242001045495,2
UBC1128,0.875,0.9545454545454546,0.9130434782608696,0.125,0.8953714000526816,1.0,0.9545454545454546,0.9767441860465116,0.0,0.0286047000045073,1.0,0.9545454545454546,0.9767441860465116,0.0,0.0077519000042229,1.0,1.0,1.0,0.0,0.1166696000145748,0
UBC1129,0.8888888888888888,1.0,0.9411764705882352,0.1111111111111111,1.0278299999190494,1.0,1.0,1.0,0.0,0.030942600002163,1.0,1.0,1.0,0.0,0.0075057999929413,1.0,1.0,1.0,0.0,0.1195924000348895,0
UBC1130,1.0,0.9846153846153848,0.992248062015504,0.0,0.4160738000646233,1.0,0.9846153846153848,0.992248062015504,0.0,0.0388856999998097,1.0,0.9846153846153848,0.992248062015504,0.0,0.0139244999736547,1.0,0.953125,0.976,0.0,0.1193633000366389,1
UBC1131,1.0,1.0,1.0,0.0,1.0898028999799865,1.0,1.0,1.0,0.0,0.0408910999976797,1.0,1.0,1.0,0.0,0.0141217999625951,1.0,0.6716417910447762,0.8035714285714287,0.0,0.1228914000093936,2
UBC1132,1.0,0.95,0.9743589743589745,0.0,1.1471137999324128,1.0,0.95,0.9743589743589745,0.0,0.0279005999982473,1.0,0.95,0.9743589743589745,0.0,0.0085095999529585,1.0,1.0,1.0,0.0,0.1298277999740094,0
UBC1133,1.0,1.0,1.0,0.0,1.2130958999041468,1.0,1.0,1.0,0.0,0.0370545999976457,1.0,1.0,1.0,0.0,0.0106358000775799,1.0,0.9714285714285714,0.9855072463768116,0.0,0.1229628999717533,1
UBC1134,1.0,1.0,1.0,0.0,1.034454800072126,0.0,0.0,0.0,1.0,0.0341455000016139,1.0,1.0,1.0,0.0,0.0140166999772191,1.0,1.0,1.0,0.0,0.1228929999051615,0
UBC1135,1.0,1.0,1.0,0.0,0.9901708000106736,1.0,1.0,1.0,0.0,0.0340111000041361,1.0,1.0,1.0,0.0,0.012979399994947,1.0,1.0,1.0,0.0,0.1180740999989211,0
UBC1136,0.8666666666666667,1.0,0.9285714285714286,0.1333333333333333,0.8777816999936476,1.0,1.0,1.0,0.0,0.0266400999971665,0.0,0.0,0.0,1.0,0.0096683000447228,1.0,1.0,1.0,0.0,0.1117987000616267,0
UBC1137,0.0,0.0,0.0,1.0,0.7674210999393836,0.0,0.0,0.0,1.0,0.0293048000021372,1.0,0.9583333333333334,0.9787234042553192,0.0,0.0105828000232577,1.0,1.0,1.0,0.0,0.1179682000074535,0
UBC1138,1.0,0.95,0.9743589743589745,0.0,1.1700689001008868,1.0,0.95,0.9743589743589745,0.0,0.028156400003354,1.0,0.95,0.9743589743589745,0.0,0.0095702999969944,1.0,1.0,1.0,0.0,0.116420799982734,0
UBC1139,1.0,1.0,1.0,0.0,1.1677944000111893,1.0,1.0,1.0,0.0,0.0275350999945658,1.0,1.0,1.0,0.0,0.009839899954386,1.0,1.0,1.0,0.0,0.1157828000141307,0
UBC1140,1.0,0.9672131147540984,0.9833333333333332,0.0,1.101347699994221,1.0,0.9672131147540984,0.9833333333333332,0.0,0.0386900000012246,1.0,0.9672131147540984,0.9833333333333332,0.0,0.01842310000211,1.0,0.9661016949152542,0.9827586206896552,0.0,0.1302536999573931,1
UBC1141,1.0,0.9761904761904762,0.9879518072289156,0.0,0.7924787000520155,1.0,0.9761904761904762,0.9879518072289156,0.0,0.0353899999972782,1.0,0.9761904761904762,0.9879518072289156,0.0,0.0229272000724449,1.0,1.0,1.0,0.0,0.1312936999602243,0
UBC1142,0.119106699751861,1.0,0.212860310421286,0.8808933002481389,0.7712872000411153,0.8421052631578947,1.0,0.9142857142857144,0.1578947368421053,0.0340619999988121,0.113564668769716,0.75,0.1972602739726027,0.886435331230284,0.0180444000288844,0.9767441860465116,0.875,0.923076923076923,0.0232558139534884,0.2161403000354766,2
UBC1143,1.0,1.0,1.0,0.0,0.4839964000275358,1.0,1.0,1.0,0.0,0.0462640000041574,1.0,1.0,1.0,0.0,0.021743300021626,1.0,0.9649122807017544,0.9821428571428572,0.0,0.1248089000582695,1
UBC1144,0.8412698412698413,1.0,0.9137931034482758,0.1587301587301587,0.7166806999593973,0.9636363636363636,1.0,0.9814814814814816,0.0363636363636363,0.034078299999237,0.9814814814814816,1.0,0.9906542056074767,0.0185185185185184,0.0131322999950498,1.0,1.0,1.0,0.0,0.1197586000198498,0
UBC1145,1.0,0.9565217391304348,0.9777777777777776,0.0,1.0499520000303164,1.0,0.9565217391304348,0.9777777777777776,0.0,0.0252261999994516,1.0,0.9565217391304348,0.9777777777777776,0.0,0.010260000010021,1.0,1.0,1.0,0.0,0.1163090000627562,0
UBC1146,1.0,1.0,1.0,0.0,1.079762200010009,1.0,1.0,1.0,0.0,0.0359897000016644,1.0,1.0,1.0,0.0,0.0112942999694496,1.0,0.9090909090909092,0.9523809523809524,0.0,0.1260775999398902,2
UBC1147,1.0,0.984126984126984,0.992,0.0,1.09090319997631,0.984126984126984,0.984126984126984,0.984126984126984,0.0158730158730159,0.0388784000024315,0.96875,0.984126984126984,0.9763779527559054,0.03125,0.0164492999901995,1.0,1.0,1.0,0.0,0.1473954999819398,0
UBC1148,1.0,1.0,1.0,0.0,1.0075273999245835,1.0,1.0,1.0,0.0,0.0298280000060913,1.0,1.0,1.0,0.0,0.0109062000410631,1.0,1.0,1.0,0.0,0.127924200030975,0
UBC1149,1.0,1.0,1.0,0.0,0.9619670000392944,1.0,1.0,1.0,0.0,0.030663799996546,1.0,1.0,1.0,0.0,0.0132738000247627,1.0,1.0,1.0,0.0,0.136785100097768,0
UBC1150,0.0842911877394636,0.8461538461538461,0.1533101045296167,0.9157088122605364,0.773327499977313,0.96,0.9230769230769232,0.9411764705882352,0.04,0.0294320000029983,0.8275862068965517,0.9230769230769232,0.8727272727272727,0.1724137931034483,0.0100121999857947,1.0,1.0,1.0,0.0,0.1219475000398233,0
UBC1151,0.0,0.0,0.0,1.0,0.8515356000280008,1.0,1.0,1.0,0.0,0.0297429000056581,1.0,1.0,1.0,0.0,0.0131663000211119,1.0,1.0,1.0,0.0,0.1495147000532597,0
UBC1152,1.0,1.0,1.0,0.0,1.4168193000368774,1.0,1.0,1.0,0.0,0.028227800001332,1.0,1.0,1.0,0.0,0.0104226999683305,1.0,1.0,1.0,0.0,0.1246125999605283,0
UBC1153,1.0,1.0,1.0,0.0,0.8934263000264764,1.0,1.0,1.0,0.0,0.0264440000028116,0.0,0.0,0.0,1.0,0.009271299932152,1.0,1.0,1.0,0.0,0.1295508000766858,0
UBC1154,1.0,1.0,1.0,0.0,0.8952123000053689,1.0,1.0,1.0,0.0,0.0309867000032681,1.0,1.0,1.0,0.0,0.0090948999859392,1.0,0.9736842105263158,0.9866666666666666,0.0,0.1299628999549895,1
UBC1155,1.0,0.9375,0.967741935483871,0.0,1.111846299958415,0.0,0.0,0.0,1.0,0.0297646000035456,1.0,0.9375,0.967741935483871,0.0,0.0093141000252217,1.0,1.0,1.0,0.0,0.1293014999246224,0
UBC1156,1.0,1.0,1.0,0.0,0.8113489000825211,1.0,1.0,1.0,0.0,0.032291499999701,1.0,1.0,1.0,0.0,0.0097664999775588,1.0,1.0,1.0,0.0,0.1241286000004038,0
UBC1157,1.0,1.0,1.0,0.0,0.9447147999890148,1.0,1.0,1.0,0.0,0.0349133999989135,1.0,1.0,1.0,0.0,0.0109265999635681,1.0,0.9743589743589745,0.9870129870129868,0.0,0.1263244000729173,1
UBC1158,1.0,0.9583333333333334,0.9787234042553192,0.0,0.7855445999884978,1.0,0.9583333333333334,0.9787234042553192,0.0,0.0267141000003903,1.0,0.9583333333333334,0.9787234042553192,0.0,0.0081950000021606,1.0,1.0,1.0,0.0,0.112431599991396,0
UBC1159,1.0,1.0,1.0,0.0,1.0337322000414133,1.0,1.0,1.0,0.0,0.0377430000007734,1.0,1.0,1.0,0.0,0.0117021999321877,1.0,0.9803921568627452,0.99009900990099,0.0,0.1164361999835819,1
UBC1160,1.0,0.9714285714285714,0.9855072463768116,0.0,1.1481988999294117,1.0,0.9714285714285714,0.9855072463768116,0.0,0.04088700000284,1.0,0.9714285714285714,0.9855072463768116,0.0,0.0163765000179409,1.0,1.0,1.0,0.0,0.1192150999559089,0
UBC1161,1.0,1.0,1.0,0.0,0.9182736000511796,1.0,1.0,1.0,0.0,0.0375765999997383,1.0,1.0,1.0,0.0,0.0108618999365717,1.0,0.9787234042553192,0.989247311827957,0.0,0.1190119000384584,1
UBC1162,1.0,1.0,1.0,0.0,1.1356274000136182,1.0,1.0,1.0,0.0,0.0316989999992074,1.0,1.0,1.0,0.0,0.0072993000503629,1.0,1.0,1.0,0.0,0.1948473000666126,0
UBC1163,1.0,0.9866666666666668,0.9932885906040269,0.0,0.6823914999840781,1.0,0.9866666666666668,0.9932885906040269,0.0,0.0450055999972391,1.0,0.9866666666666668,0.9932885906040269,0.0,0.0216512999031692,1.0,0.9527027027027029,0.9757785467128028,0.0,0.1275886000366881,1
UBC1164,1.0,1.0,1.0,0.0,0.9618048999691382,1.0,1.0,1.0,0.0,0.0284348999994108,1.0,1.0,1.0,0.0,0.0076060999417677,1.0,1.0,1.0,0.0,0.1205936999758705,0
UBC1165,1.0,0.963855421686747,0.98159509202454,0.0,0.7734086000127718,1.0,0.963855421686747,0.98159509202454,0.0,0.0405190000019501,0.9523809523809524,0.963855421686747,0.9580838323353292,0.0476190476190476,0.0194143999833613,1.0,0.5375,0.6991869918699186,0.0,0.1374236999545246,2
UBC1166,1.0,1.0,1.0,0.0,0.8478111999575049,1.0,1.0,1.0,0.0,0.027839499998663,1.0,1.0,1.0,0.0,0.0077615999616682,1.0,1.0,1.0,0.0,0.1310724000213667,0
UBC1167,0.7931034482758621,1.0,0.8846153846153846,0.2068965517241379,0.9545851000584662,1.0,1.0,1.0,0.0,0.0271395000017946,1.0,1.0,1.0,0.0,0.0084359000902622,1.0,1.0,1.0,0.0,0.1161245999392122,0
UBC1168,1.0,0.975609756097561,0.9876543209876544,0.0,1.4296598000219092,1.0,0.975609756097561,0.9876543209876544,0.0,0.0315541999952984,1.0,0.975609756097561,0.9876543209876544,0.0,0.0104824999580159,1.0,0.95,0.9743589743589745,0.0,0.1257077000336721,1
UBC1169,1.0,0.987012987012987,0.9934640522875816,0.0,0.6164548000087962,1.0,0.987012987012987,0.9934640522875816,0.0,0.0423709999959101,1.0,0.987012987012987,0.9934640522875816,0.0,0.0354474000632762,1.0,0.868421052631579,0.9295774647887324,0.0,0.1294101000530645,2
UBC1170,1.0,1.0,1.0,0.0,1.3829601999605077,1.0,1.0,1.0,0.0,0.026680099996156,1.0,1.0,1.0,0.0,0.0111417999723926,1.0,1.0,1.0,0.0,0.1618139999918639,0
UBC1171,0.0,0.0,0.0,1.0,1.018149400013499,1.0,1.0,1.0,0.0,0.0268030999941402,0.0,0.0,0.0,1.0,0.0090443999506533,0.8125,1.0,0.896551724137931,0.1875,0.1439677999587729,3
UBC1172,1.0,0.9848484848484848,0.9923664122137404,0.0,1.147018100018613,0.0,0.0,0.0,1.0,0.0396830999961821,1.0,0.9848484848484848,0.9923664122137404,0.0,0.0223080000141635,1.0,0.9384615384615383,0.9682539682539684,0.0,0.1356478000525385,2
UBC1173,0.0,0.0,0.0,1.0,1.184334099991247,1.0,1.0,1.0,0.0,0.0269161000032909,1.0,1.0,1.0,0.0,0.0115784000372514,1.0,1.0,1.0,0.0,0.1429043998941779,0
UBC1174,0.0,0.0,0.0,1.0,1.1387319000205025,1.0,1.0,1.0,0.0,0.0351926000003004,0.0,0.0,0.0,1.0,0.0091905000153929,0.9333333333333332,1.0,0.9655172413793104,0.0666666666666666,0.1273547000018879,4
UBC1175,1.0,1.0,1.0,0.0,0.9818562000291422,0.0,0.0,0.0,1.0,0.0369732999970437,1.0,1.0,1.0,0.0,0.0145414000144228,1.0,1.0,1.0,0.0,0.1334257000125944,0
UBC1176,1.0,0.9473684210526316,0.972972972972973,0.0,1.0647399999434128,1.0,0.9473684210526316,0.972972972972973,0.0,0.0269098999997368,1.0,0.9473684210526316,0.972972972972973,0.0,0.0131937999976798,1.0,1.0,1.0,0.0,0.1333982999203726,0
UBC1177,1.0,0.9444444444444444,0.9714285714285714,0.0,1.102966499980539,1.0,0.9444444444444444,0.9714285714285714,0.0,0.0329561999969882,1.0,0.9444444444444444,0.9714285714285714,0.0,0.0124956000363454,1.0,1.0,1.0,0.0,0.1547685000114143,0
UBC1178,0.0,0.0,0.0,1.0,0.9499685999471694,1.0,1.0,1.0,0.0,0.0273596999977598,1.0,1.0,1.0,0.0,0.0128080000868067,1.0,1.0,1.0,0.0,0.1462175999768078,0
UBC1179,1.0,0.9444444444444444,0.9714285714285714,0.0,1.155718700028956,0.0,0.0,0.0,1.0,0.0305669000008492,1.0,0.9444444444444444,0.9714285714285714,0.0,0.0099676999961957,1.0,1.0,1.0,0.0,0.1287483000196516,0
UBC1180,1.0,1.0,1.0,0.0,1.0455322999041528,1.0,1.0,1.0,0.0,0.0280286999986856,1.0,1.0,1.0,0.0,0.0109138999832794,1.0,1.0,1.0,0.0,0.1243660999462008,0
